id,sku,price
5.68E+13,KD03888,0.79
5.68E+13,KD25370,0.75
5.68E+13,KD03850,0.59
5.68E+13,KD03851,0.65
5.68E+13,KD24805,2.29
5.68E+13,KD03868,0.65
5.68E+13,KD25371,0.65
5.68E+13,KD03858,0.59
5.68E+13,KD24815,1.39
5.68E+13,KD25369,1.89
5.68E+13,KD27462,0.65
5.68E+13,KD27456,0.65
5.68E+13,KD27460,0.65
5.68E+13,KD27457,0.65
5.68E+13,KD27459,0.65
5.68E+13,KD27458,0.65
5.68E+13,KD27463,0.65
5.68E+13,KD03857,0.59
5.68E+13,KD03859,0.59
5.68E+13,KD24819,1.09
5.68E+13,KD24816,0.65
5.68E+13,KD24817,1.19
5.68E+13,KD03871,2.49
5.68E+13,KD03852,1.12
5.68E+13,KD30696,0.59
5.68E+13,KD29890,0.65
5.68E+13,KD29887,0.65
5.68E+13,KD27731,0.69
5.68E+13,KD29891,0.55
5.68E+13,KD03835,1.59
5.68E+13,KD03833,1.15
5.68E+13,KD03827,2.65
5.68E+13,KD03836,1.79
5.68E+13,KD03837,2.69
5.68E+13,KD03839,4.39
5.68E+13,KD03831,1.79
5.68E+13,KD03832,1.79
5.68E+13,KD03798,0.55
5.68E+13,KD03828,1.55
5.68E+13,KD03840,2.49
5.68E+13,KD03841,1.32
5.68E+13,KD03788,1.15
5.68E+13,KD03829,2.09
5.68E+13,KD03794,1.05
5.68E+13,KD03795,1.05
5.68E+13,KD03793,1.05
5.68E+13,KD03792,1.05
5.68E+13,KD03791,1.79
5.68E+13,KD03789,1.79
5.68E+13,KD03802,1.65
5.68E+13,KD03799,2.69
5.68E+13,KD03803,0.92
5.68E+13,KD03807,1.69
5.68E+13,KD03830,1.05
5.68E+13,KD28288,2.19
5.68E+13,KD03838,1.79
5.68E+13,KD28292,1.69
5.68E+13,KD28291,1.19
5.68E+13,KD28286,1.69
5.68E+13,KD03842,1.92
5.68E+13,KD03847,2.75
5.68E+13,KD00716,1.65
5.68E+13,TY3610,0.69
5.68E+13,KD30251,1.99
5.68E+13,KD29950,2.49
5.68E+13,KD33608,1.4
5.68E+13,KD33609,2.29
5.68E+13,KD33607,2.29
5.68E+13,TA8001,0.82
5.68E+13,KD30160,1.99
5.68E+13,KD24791,0.85
5.68E+13,KD31354,1.15
5.68E+13,KD30226,1.79
5.68E+13,KD28221,2.99
5.68E+13,KD24790,6.99
5.68E+13,KD24798,1.05
5.68E+13,KD24796,6.99
5.68E+13,KD30162,1.49
5.68E+13,KD30161,1.29
5.68E+13,KD17989,0.99
5.68E+13,KD14960,1.52
5.68E+13,KD30016,2.49
5.68E+13,KD30435,5.99
5.68E+13,KD14978,8.79
5.68E+13,KD14979,11.99
5.68E+13,KD14976,5.75
5.68E+13,KD14977,7.19
5.68E+13,KD14967,1.69
5.68E+13,KD14986,1.39
5.68E+13,KD14968,1.69
5.68E+13,KD17990,0.79
5.68E+13,KD28174,1.05
5.68E+13,KD30431,1.89
5.68E+13,KD14974,0.75
5.68E+13,KD30430,2.99
5.68E+13,KD14970,0.49
5.68E+13,KD14972,0.89
5.68E+13,KD24789,1.55
5.68E+13,KD14966,0.69
5.68E+13,KD28222,2.49
5.68E+13,KD14965,1.9
5.68E+13,KD17991,3.99
5.68E+13,KD14944,1.35
5.68E+13,KD14987,1.49
5.68E+13,KD14975,1.15
5.68E+13,KD25799,1.59
5.68E+13,KD24793,2.32
5.68E+13,KD30432,5.99
5.68E+13,KD14948,1.59
5.68E+13,KD31724,1.25
5.68E+13,TY5913,0.39
5.68E+13,KD00788,1.75
5.68E+13,KD00772,1.4
5.68E+13,KD12753,0.75
5.68E+13,KD32383,0.79
5.68E+13,KD04951,2.55
5.68E+13,KD04952,2.79
5.68E+13,KD14961,1.59
5.68E+13,KD20880,4.25
5.68E+13,P1000,0.65
5.68E+13,KD20575,0.65
5.68E+13,KD27783,3.15
5.68E+13,KD04988,7.99
5.68E+13,4674,0.69
5.68E+13,KD13200,0.69
5.68E+13,KD21445,1.09
5.68E+13,7023,0.95
5.68E+13,8382GOLD,0.53
5.68E+13,8382SILVER,0.53
5.68E+13,KD21273,5.99
5.68E+13,KD12221,0.67
5.68E+13,TY7640,1.29
5.68E+13,55609,0.55
5.68E+13,4357SILBOR,0.55
5.68E+13,KD04926,1.35
5.68E+13,KD04927,1.69
5.68E+13,KD04993,1.35
5.68E+13,KD33604,0.95
5.68E+13,KD33590,10.49
5.68E+13,KD13645,0.55
5.68E+13,KD00792,0.65
5.68E+13,5147,0.65
5.68E+13,TY7636,0.79
5.68E+13,KD27777,1.05
5.68E+13,KD29679,0.65
5.68E+13,KD04934,6.41
5.68E+13,HTI1372490,3.59
5.68E+13,KD32245,1.19
5.68E+13,KD32242,1.19
5.68E+13,KD32244,1.19
5.68E+13,KD32194,1.19
5.68E+13,KD32243,1.19
5.68E+13,KD32193,1.19
5.68E+13,KD32192,1.19
5.68E+13,KD29172,1.99
5.68E+13,1048,0.69
5.68E+13,KD25619,2.29
5.68E+13,KD31808,1.19
5.68E+13,KD15959,0.99
5.68E+13,KD15961,0.89
5.68E+13,KD25600,1.19
5.68E+13,1373510,0.77
5.68E+13,TY5167,1.75
5.68E+13,KD00722,0.88
5.68E+13,KD00769,0.75
5.68E+13,KD22675,0.69
5.68E+13,KD22674,0.69
5.68E+13,KD00766,1.04
5.68E+13,KD00767,0.95
5.68E+13,KD27171,0.85
5.68E+13,KD31806,1.19
5.68E+13,KD00732,3.89
5.68E+13,KD31662,0.59
5.68E+13,KD33484,1.75
5.68E+13,KD29970,4.29
5.68E+13,KD04728,3.09
5.68E+13,KD12080,0.89
5.68E+13,KD15190,0.95
5.68E+13,KD30965,3.15
5.68E+13,KD32393,1.49
5.68E+13,KD31343,3.49
5.68E+13,KD00816,0.59
5.68E+13,KD00737,0.99
5.68E+13,KD12751,1.39
5.68E+13,KD00803,0.59
5.68E+13,KD19313,0.72
5.68E+13,KD31893,1.09
5.68E+13,KD30259,0.65
5.68E+13,KD29942,1.05
5.68E+13,KD30833,0.65
5.68E+13,KD30830,0.65
5.68E+13,KD30829,0.65
5.68E+13,KD30825,0.65
5.68E+13,KD30837,0.65
5.68E+13,KD30839,0.65
5.68E+13,KD30823,0.65
5.68E+13,KD30818,0.65
5.68E+13,KD30845,0.65
5.68E+13,KD30819,0.65
5.68E+13,KD30822,0.65
5.68E+13,KD30834,0.65
5.68E+13,KD30832,0.65
5.68E+13,KD24511,0.69
5.68E+13,KD30827,0.65
5.68E+13,KD24509,0.69
5.68E+13,KD30828,0.65
5.68E+13,KD30841,0.65
5.68E+13,KD27854,0.65
5.68E+13,KD30846,0.65
5.68E+13,KD30842,0.65
5.68E+13,KD13488,0.69
5.68E+13,KD12407,0.69
5.68E+13,KD29125,0.79
5.68E+13,T1068,0.45
5.68E+13,KD11436,0.85
5.68E+13,T6068,0.89
5.68E+13,KD04948,2.69
5.68E+13,KD04949,8.49
5.68E+13,KD32995,7.99
5.68E+13,KD33006,7.99
5.68E+13,KD32994,7.99
5.68E+13,KD32241,1.19
5.68E+13,KD29586,0.79
5.68E+13,KD29440,0.67
5.68E+13,KD30399,2.59
5.68E+13,KD29545,1.65
5.68E+13,KD29441,1.15
5.68E+13,KD21973,3.15
5.68E+13,KD29582,1.12
5.68E+13,KD05010,4.29
5.68E+13,KD05011,2.19
5.68E+13,KD04923,14.99
5.68E+13,KD04946,5.29
5.68E+13,KD04953,0.79
5.68E+13,KD00828,2.49
5.68E+13,KD10508,0.82
5.68E+13,KD10509,0.89
5.68E+13,KD10513,0.65
5.68E+13,KD10522,1.09
5.68E+13,KD13926,0.32
5.68E+13,KD20274,9.49
5.68E+13,KD15199,0.27
5.68E+13,KD25949,0.29
5.68E+13,KD10517,0.99
5.68E+13,KD18067,1.49
5.68E+13,KD10511,0.75
5.68E+13,KD10510,0.75
5.68E+13,KD10562,0.69
5.68E+13,KD12698,0.39
5.68E+13,KD10515,0.79
5.68E+13,KD24236,9.29
5.68E+13,KD10504,1.29
5.68E+13,KD10555,1.44
5.68E+13,KD18065,0.62
5.68E+13,KD20276,9.49
5.68E+13,KD10521,1.52
5.68E+13,KD10563,0.55
5.68E+13,KD20437,1.57
5.68E+13,KD20438,1.57
5.68E+13,KD10502,3.19
5.68E+13,KD17479,0.75
5.68E+13,KD17480,0.75
5.68E+13,KD17482,0.75
5.68E+13,KD17481,0.75
5.68E+13,KD10560,0.69
5.68E+13,KD15195,1.25
5.68E+13,KD15196,2.19
5.68E+13,KD12703,1.25
5.68E+13,KD20436,0.55
5.68E+13,KD10520,1.25
5.68E+13,KD10519,0.99
5.68E+13,KD24184,2.89
5.68E+13,KD10561,0.49
5.68E+13,KD10518,0.29
5.68E+13,KD10503,0.3
5.68E+13,KD10564,0.69
5.68E+13,KD10566,3.25
5.68E+13,KD12744,1.32
5.68E+13,KD10512,0.95
5.68E+13,KD24193,0.69
5.68E+13,KD24192,1.19
5.68E+13,KD25944,0.79
5.68E+13,KD24194,3.19
5.68E+13,KD10500,0.55
5.68E+13,KD10516,5.39
5.68E+13,KD11566,0.49
5.68E+13,KD12700,0.9
5.68E+13,KD19949,0.39
5.68E+13,KD24183,8.99
5.68E+13,KD26620,0.49
5.68E+13,KD24190,0.42
5.68E+13,KD24189,0.42
5.68E+13,KD17530,0.49
5.68E+13,KD17533,0.52
5.68E+13,KD17532,0.52
5.68E+13,KD20441,0.69
5.68E+13,KD12746,0.64
5.68E+13,KD17538,2.09
5.68E+13,KD28970,0.69
5.68E+13,KD25247,0.75
5.68E+13,KD10507,0.79
5.68E+13,KD17534,1.15
5.68E+13,KD17537,3.59
5.68E+13,KD25260,0.75
5.68E+13,KD23536,0.75
5.68E+13,KD11670,0.69
5.68E+13,KD29392,0.69
5.68E+13,KD20440,2.89
5.68E+13,KD20439,0.8
5.68E+13,KD12702,1.35
5.68E+13,KD24188,5.69
5.68E+13,KD17531,0.49
5.68E+13,KD17539,0.89
5.68E+13,KD12741,2.15
5.68E+13,KD24185,1.52
5.68E+13,KD24187,6.49
5.68E+13,KD24186,0.65
5.68E+13,KD11999,0.73
5.68E+13,KD12694,1.86
5.68E+13,KD28968,1.99
5.68E+13,KD10501,1.25
5.68E+13,KD19449,0.45
5.68E+13,KD15251,0.39
5.68E+13,KD10556,0.82
5.68E+13,KD17529,0.95
5.68E+13,KD10506,0.55
5.68E+13,KD12742,0.95
5.68E+13,KD12745,1.05
5.68E+13,KD22090,0.69
5.68E+13,KD17535,0.35
5.68E+13,KD17155,0.82
5.68E+13,KD17154,2.15
5.68E+13,KD17157,0.35
5.68E+13,KD19417,0.75
5.68E+13,KD10514,2.49
5.68E+13,KD10565,2.12
5.68E+13,KD24191,1.29
5.68E+13,KD17540,1.65
5.68E+13,KD28969,0.99
5.68E+13,KD25943,0.59
5.68E+13,KD24196,0.81
5.68E+13,KD12704,2.69
5.68E+13,KD10544,1.09
5.68E+13,KD21274,4.19
5.68E+13,KD31802,5.69
5.68E+13,HTI1372492,3.59
5.68E+13,KD17556,1.49
5.68E+13,KD33598,2.49
5.68E+13,KD33596,2.49
5.68E+13,KD33593,2.49
5.68E+13,KD33597,2.49
5.68E+13,KD33591,2.49
5.68E+13,KD33599,2.49
5.68E+13,KD33600,2.49
5.68E+13,KD33595,2.49
5.68E+13,KD33594,2.49
5.68E+13,KD33601,2.49
5.68E+13,KD33602,2.49
5.68E+13,KD33612,0.73
5.68E+13,KD33611,0.73
5.68E+13,KD33613,0.73
5.68E+13,KD33614,0.73
5.68E+13,KD33615,0.73
5.68E+13,KD33616,0.73
5.68E+13,KD33617,0.73
5.68E+13,KD33618,0.73
5.68E+13,KD33619,0.73
5.68E+13,KD33620,0.73
5.68E+13,TY308,6.49
5.68E+13,KD24678,2.15
5.68E+13,KD04936,1.79
5.68E+13,KD29475,1.15
5.68E+13,KD32315,0.62
5.68E+13,KD32314,0.62
5.68E+13,KD29969,0.79
5.68E+13,KD27778,1.05
5.68E+13,KD31666,0.65
5.68E+13,KD25702,0.57
5.68E+13,KD29675,0.55
5.68E+13,KD04942,2.89
5.68E+13,KD04943,2.35
5.68E+13,KD03845,0.72
5.68E+13,KD32734,1.49
5.68E+13,KD32735,1.49
5.68E+13,KD32736,1.49
5.68E+13,KD32737,1.49
5.68E+13,KD32738,1.49
5.68E+13,KD32739,1.49
5.68E+13,KD32741,1.49
5.68E+13,KD32743,1.49
5.68E+13,KD32683,0.85
5.68E+13,KD32684,0.85
5.68E+13,KD32675,0.85
5.68E+13,KD32721,1.49
5.68E+13,KD32723,1.49
5.68E+13,KD32724,1.49
5.68E+13,KD32725,1.49
5.68E+13,KD32726,1.49
5.68E+13,KD32727,1.49
5.68E+13,KD32729,1.49
5.68E+13,KD32730,1.49
5.68E+13,KD32731,1.49
5.68E+13,KD32732,1.49
5.68E+13,KD32705,0.85
5.68E+13,KD32706,0.85
5.68E+13,KD32707,0.85
5.68E+13,KD32709,0.85
5.68E+13,KD32704,0.85
5.68E+13,KD32710,0.85
5.68E+13,KD32711,1.49
5.68E+13,KD32687,1.49
5.68E+13,KD32712,1.49
5.68E+13,KD32714,1.49
5.68E+13,KD32715,1.49
5.68E+13,KD32716,1.49
5.68E+13,KD32718,1.49
5.68E+13,KD32719,1.49
5.68E+13,KD32720,1.49
5.68E+13,KD32802,0.85
5.68E+13,KD32680,0.85
5.68E+13,KD32760,0.85
5.68E+13,KD32685,0.85
5.68E+13,KD32697,0.85
5.68E+13,KD32678,0.85
5.68E+13,KD32698,0.85
5.68E+13,KD32689,0.85
5.68E+13,KD32747,0.85
5.68E+13,KD32748,0.85
5.68E+13,KD32749,0.85
5.68E+13,KD32750,0.85
5.68E+13,KD32751,0.85
5.68E+13,KD32752,0.85
5.68E+13,KD32805,0.85
5.68E+13,KD32696,0.85
5.68E+13,KD32690,0.85
5.68E+13,KD32702,0.85
5.68E+13,KD32676,0.85
5.68E+13,KD32753,0.85
5.68E+13,KD32754,0.85
5.68E+13,KD32755,0.85
5.68E+13,KD32756,0.85
5.68E+13,KD32757,0.85
5.68E+13,KD32758,0.85
5.68E+13,KD32688,0.85
5.68E+13,KD32800,0.85
5.68E+13,KD32695,0.85
5.68E+13,KD32795,0.85
5.68E+13,KD32801,0.85
5.68E+13,KD32806,0.85
5.68E+13,KD32703,0.85
5.68E+13,KD32807,0.85
5.68E+13,KD32796,0.85
5.68E+13,KD25457,33.99
5.68E+13,KD03478,0.75
5.68E+13,KD03469,0.49
5.68E+13,KD03468,0.75
5.68E+13,KD03547,1.09
5.68E+13,KD03548,0.99
5.68E+13,KD03630,1.25
5.68E+13,KD03470,0.75
5.68E+13,KD03516,0.65
5.68E+13,KD03471,0.75
5.68E+13,KD03472,0.75
5.68E+13,KD03474,0.75
5.68E+13,KD30709,0.75
5.68E+13,KD30705,0.75
5.68E+13,UNI80889,1.11
5.68E+13,KD30710,0.75
5.68E+13,KD30707,0.75
5.68E+13,KD03477,0.75
5.68E+13,KD30711,0.75
5.68E+13,KD30708,0.75
5.68E+13,KD03587,0.89
5.68E+13,KD03634,0.51
5.68E+13,KD03632,0.51
5.68E+13,KD03635,0.99
5.68E+13,KD03633,0.99
5.68E+13,KD03588,0.89
5.68E+13,KD03585,1.19
5.68E+13,KD03586,1.19
5.68E+13,KD03584,0.85
5.68E+13,KD03583,0.85
5.68E+13,KD03625,0.79
5.68E+13,KD03626,1.39
5.68E+13,KD03577,0.85
5.68E+13,KD03578,0.85
5.68E+13,KD03623,0.89
5.68E+13,KD03589,1.19
5.68E+13,KD03484,0.75
5.68E+13,KD03517,2.29
5.68E+13,KD03518,2.29
5.68E+13,KD03531,0.69
5.68E+13,KD03525,0.49
5.68E+13,KD03530,0.49
5.68E+13,KD03534,0.69
5.68E+13,KD03528,0.55
5.68E+13,KD03526,0.55
5.68E+13,KD03535,0.69
5.68E+13,KD03546,0.49
5.68E+13,KD03537,0.69
5.68E+13,KD03523,0.49
5.68E+13,KD03545,0.49
5.68E+13,KD03522,0.65
5.68E+13,KD03536,0.69
5.68E+13,KD03539,0.69
5.68E+13,KD03524,0.49
5.68E+13,KD03532,0.69
5.68E+13,KD03521,0.55
5.68E+13,KD03533,0.69
5.68E+13,KD03529,0.55
5.68E+13,KD03527,0.69
5.68E+13,KD03538,0.69
5.68E+13,KD03495,1.22
5.68E+13,KD03485,1.22
5.68E+13,KD03505,1.22
5.68E+13,KD03496,1.22
5.68E+13,KD03486,1.22
5.68E+13,KD03506,1.22
5.68E+13,KD03497,1.22
5.68E+13,KD03487,1.22
5.68E+13,KD03507,1.22
5.68E+13,KD03498,1.22
5.68E+13,KD03488,1.22
5.68E+13,KD03508,1.22
5.68E+13,KD03499,1.22
5.68E+13,KD03489,1.22
5.68E+13,KD03509,1.22
5.68E+13,KD03500,1.22
5.68E+13,KD03490,1.22
5.68E+13,KD03510,1.22
5.68E+13,KD03501,1.22
5.68E+13,KD03491,1.22
5.68E+13,KD03511,1.22
5.68E+13,KD03502,1.22
5.68E+13,KD03492,1.22
5.68E+13,KD03512,1.22
5.68E+13,KD03503,1.22
5.68E+13,KD03493,1.22
5.68E+13,KD03513,1.22
5.68E+13,KD03504,1.22
5.68E+13,KD03494,1.22
5.68E+13,KD03514,1.22
5.68E+13,KD03574,0.85
5.68E+13,KD03563,0.85
5.68E+13,KD03636,0.57
5.68E+13,KD03564,0.85
5.68E+13,KD03551,0.85
5.68E+13,KD03554,0.85
5.68E+13,KD03565,0.85
5.68E+13,KD03555,0.85
5.68E+13,KD03566,0.85
5.68E+13,KD03556,0.85
5.68E+13,KD03567,0.85
5.68E+13,KD03557,0.85
5.68E+13,KD03568,0.85
5.68E+13,KD03558,0.89
5.68E+13,KD03569,0.85
5.68E+13,KD03570,0.85
5.68E+13,KD03559,0.85
5.68E+13,KD03571,0.85
5.68E+13,KD03560,0.85
5.68E+13,KD03572,0.85
5.68E+13,KD03561,0.85
5.68E+13,KD03573,0.85
5.68E+13,KD03562,0.85
5.68E+13,KD03481,0.75
5.68E+13,KD03582,0.85
5.68E+13,KD03553,0.85
5.68E+13,KD03629,0.85
5.68E+13,KD03590,0.65
5.68E+13,KD03543,0.89
5.68E+13,KD03542,0.99
5.68E+13,KD03576,0.85
5.68E+13,KD03479,0.75
5.68E+13,KD03581,0.85
5.68E+13,KD03575,0.85
5.68E+13,KD03580,0.85
5.68E+13,KD03480,0.75
5.68E+13,KD03642,0.85
5.68E+13,KD32030,1.79
5.68E+13,KD32029,1.79
5.68E+13,KD32031,1.79
5.68E+13,KD03544,0.89
5.68E+13,KD03541,1.09
5.68E+13,KD31107,1.99
5.68E+13,KD03482,0.75
5.68E+13,KD03483,0.75
5.68E+13,KD03549,0.99
5.68E+13,KD03550,0.99
5.68E+13,KD03644,1.95
5.68E+13,KD03592,0.99
5.68E+13,KD03591,0.99
5.68E+13,KD03608,0.99
5.68E+13,KD03595,0.99
5.68E+13,KD03610,0.99
5.68E+13,KD03612,0.99
5.68E+13,KD03593,0.99
5.68E+13,KD03613,0.99
5.68E+13,KD03614,0.99
5.68E+13,KD03609,0.99
5.68E+13,KD03597,0.99
5.68E+13,KD03596,0.99
5.68E+13,KD03601,0.99
5.68E+13,KD03600,0.99
5.68E+13,KD03603,0.99
5.68E+13,KD03605,0.99
5.68E+13,KD03598,0.99
5.68E+13,KD03606,0.99
5.68E+13,KD03604,0.99
5.68E+13,KD03599,0.99
5.68E+13,KD03602,0.99
5.68E+13,KD03607,0.99
5.68E+13,KD03520,0.99
5.68E+13,KD03647,2.99
5.68E+13,KD32759,0.78
5.68E+13,KD32686,0.85
5.68E+13,KD32811,0.85
5.68E+13,KD32803,0.85
5.68E+13,KD32808,0.85
5.68E+13,KD32682,0.85
5.68E+13,KD32799,0.85
5.68E+13,KD32798,0.85
5.68E+13,KD32681,0.85
5.68E+13,KD32692,0.85
5.68E+13,KD32677,0.85
5.68E+13,KD32809,0.42
5.68E+13,KD32810,0.42
5.68E+13,KD32694,0.85
5.68E+13,KD04957,1.42
5.68E+13,KD04730,0.59
5.68E+13,KD05007,2.49
5.68E+13,KD15628,1.89
5.68E+13,TY9687,1.19
5.68E+13,5146,0.65
5.68E+13,6204,4.2
5.68E+13,KD29585,4.49
5.68E+13,KD24217,1.69
5.68E+13,KD30976,1.79
5.68E+13,KD17323,1.79
5.68E+13,KD05006,2.35
5.68E+13,KD04938,3.99
5.68E+13,KD04929,1.65
5.68E+13,KD04928,3.29
5.68E+13,KD04930,3.99
5.68E+13,KD32228,1.39
5.68E+13,KD25880,3.59
5.68E+13,KD25881,3.59
5.68E+13,KD23186,0.69
5.68E+13,KD23188,0.69
5.68E+13,KD23187,0.69
5.68E+13,KD16904,2.75
5.68E+13,KD31565,0.79
5.68E+13,KD31259,2.29
5.68E+13,KD31567,0.59
5.68E+13,8696,0.59
5.68E+13,9561,1.33
